latitude,longitude,depth,mag,id,place,type
37.5238333,-118.7866667,5.85,2.63,nc73832651,"10km WSW of Toms Place, CA",earthquake
39.5778333,-111.4533333,9.58,2.6,uu60529782,"3 km N of Mount Pleasant, Utah",earthquake
39.578,-111.4526667,9,2.7,uu60529777,"3 km N of Mount Pleasant, Utah",earthquake
52.2692,-169.8221,10.5,3.6,ak023qhtiwp,"98 km SW of Nikolski, Alaska",earthquake
14.1329,-89.7929,4.785,4.5,us7000j4ly,"3 km E of Zapotitlán, Guatemala",earthquake
17.9,-66.8225,6.87,2.68,pr71392848,"10 km S of Indios, Puerto Rico",earthquake
18.83766667,-64.99616667,21.31,3.41,pr71392843,"55 km N of Charlotte Amalie, U.S. Virgin Islands",earthquake
53.362,-165.2123,35,3,us7000j4lq,"93 km SSE of Akutan, Alaska",earthquake
-0.1511,-24.8509,10,4.5,us6000jixd,central Mid-Atlantic Ridge,earthquake
18.7498,-68.3301,67,3.73,pr2023015002,Mona Passage,earthquake
14.0219,-89.7986,10,5.2,us7000j4ld,"7 km NW of Atiquizaya, El Salvador",earthquake
37.2951667,-120.028,16.43,3.38,nc73832526,"21km ENE of Le Grand, CA",earthquake
2.0042,98.0141,37,6.2,us7000j4kr,"40 km SE of Singkil, Indonesia",earthquake
-6.9435,129.8684,99.525,4.5,us7000j4kq,Banda Sea,earthquake
28.1219,104.9123,35.52,4.1,us6000jixf,"eastern Sichuan, China",earthquake
41.5072,19.9862,10,4.1,us7000j4kl,Albania,earthquake
41.4531,19.9981,16.048,4.9,us7000j4kh,Albania,earthquake
32.00720848,-103.8163168,7.674047852,3.3,tx2023bbdb,"34 km SE of Malaga, New Mexico",earthquake
-54.1684,140.4939,10,4.7,us6000jix7,west of Macquarie Island,earthquake
-5.508,152.2043,38.905,4.3,us6000jix8,"129 km S of Kokopo, Papua New Guinea",earthquake
-23.788,-179.7079,519.284,4.4,us6000jix3,south of the Fiji Islands,earthquake
31.73814331,-104.2486783,8.085375977,2.5,tx2023bazj,"50 km SSE of Whites City, New Mexico",earthquake
0.7556,-77.3987,9.7,4.3,us7000j4jw,"17 km SE of Córdoba, Colombia",earthquake
19.048,-67.3623,43,3.45,pr2023015001,Mona Passage,earthquake
-23.8534,-111.8992,10,4.7,us6000jix2,Easter Island region,earthquake
-5.4286,146.9684,214.358,4.2,us6000jix1,"132 km E of Madang, Papua New Guinea",earthquake
-17.7086,179.9179,617.888,4.5,us7000j4js,"75 km ENE of Levuka, Fiji",earthquake
-22.8221,179.1971,582.579,5,us7000j4jq,south of the Fiji Islands,earthquake
57.5615,-153.1782,61,3.3,ak023p2xd4w,"33 km WSW of Womens Bay, Alaska",earthquake
41.1779,142.3193,56.912,4.9,us7000j4jn,"93 km E of Mutsu, Japan",earthquake
1.504,127.2611,138.509,4.9,us7000j4jj,"80 km N of Ternate, Indonesia",earthquake
31.73307935,-104.2502568,7.005639648,2.5,tx2023bard,"50 km SSE of Whites City, New Mexico",earthquake
38.4004,75.2518,140.89,4.2,us7000j4j3,"115 km ENE of Murghob, Tajikistan",earthquake
47.3884,153.1104,65.425,4.7,us7000j4ix,Kuril Islands,earthquake
11.4334,124.6663,10,4.8,us7000j4it,"Leyte, Philippines",earthquake
20.25583333,-155.5881667,31.77,2.68,hv73304227,"14 km N of Kukuihaele, Hawaii",earthquake
-14.9531,166.8895,29.099,5.6,us7000j4ij,"22 km WNW of Port-Olry, Vanuatu",earthquake
25.036,125.8199,42.637,5,us7000j4if,"58 km ENE of Hirara, Japan",earthquake
36.0741667,-117.8838333,4.66,2.48,ci40402808,"7km ENE of Coso Junction, CA",earthquake
-8.7175,-74.3836,165.819,4.5,us7000j4ib,Central Peru,earthquake
36.0906667,-121.726,17.8,2.45,nc73832206,"16km WNW of Lopez Point, CA",earthquake
61.6343,-151.8413,101.6,3,ak023oygxu7,"46 km SSW of Skwentna, Alaska",earthquake
18.68733333,-67.0185,53.5,2.91,pr71392778,Puerto Rico region,earthquake
-11.347,166.4131,156.506,4.7,us7000j4hl,"96 km SE of Lata, Solomon Islands",earthquake
10.6798,-40.9794,10,4.7,us7000j4hp,northern Mid-Atlantic Ridge,earthquake
1.6625,126.619,71.456,4.5,us7000j4hj,"128 km NW of Ternate, Indonesia",earthquake
18.189,-68.3805,82,3.74,pr2023015000,"31 km SE of Boca de Yuma, Dominican Republic",earthquake
19.3853,145.3354,203.295,4.7,us7000j4hd,"Maug Islands region, Northern Mariana Islands",earthquake
18.14033333,-66.9365,16.79,2.5,pr71392753,Puerto Rico,earthquake
-15.5396,168.1451,23.602,5.2,us7000j4gz,"99 km NE of Norsup, Vanuatu",earthquake
29.9713,139.1868,397.549,5.2,us7000j4gm,"Izu Islands, Japan region",earthquake
-17.9034,168.4539,151.267,4.8,us7000j4gk,"23 km SE of Port-Vila, Vanuatu",earthquake
21.9399,96.0213,10,4.3,us6000jiwk,"7 km WSW of Mandalay, Myanmar",earthquake
38.4173,39.1302,10,4.7,us7000j4gh,"14 km NE of Doğanyol, Turkey",earthquake
-6.3735,128.0365,348.532,4.4,us6000jiwi,"263 km NNE of Lospalos, Timor Leste",earthquake
16.1159,-87.062,10,4.5,us7000j4gd,offshore Honduras,earthquake
-13.4958,168.8074,10,4.6,us6000jiwf,Vanuatu,earthquake
31.69059455,-104.2870927,6.954223633,2.7,tx2023aztd,"54 km S of Whites City, New Mexico",earthquake
19.24383333,-155.508,8.65,3.28,hv73303932,"5 km NW of Pāhala, Hawaii",earthquake
18.673,-66.20433333,61.29,2.64,pr71392738,"24 km NNE of Dorado, Puerto Rico",earthquake
-13.4851,165.5465,10,4.5,us7000j4fv,"221 km WNW of Sola, Vanuatu",earthquake
1.6044,126.746,59.935,4.2,us7000j4fn,"114 km NW of Ternate, Indonesia",earthquake
13.5884,125.3902,10,4.4,us7000j6de,"108 km NNE of Cabodiongan, Philippines",earthquake
-6.2031,106.7071,151.99,4.8,us7000j4fe,"4 km NNE of Ciputat, Indonesia",earthquake
31.73880063,-104.1118547,7.725463867,2.7,tx2023azhz,"48 km W of Mentone, Texas",earthquake
53.3396,-164.1066,35,3.1,us7000j4fa,"141 km SE of Akutan, Alaska",earthquake
0.0894,125.9544,69.584,4.1,us7000j6db,"177 km WSW of Ternate, Indonesia",earthquake
55.18,162.8932,10,4.1,us7000j6da,"119 km SSE of Ust’-Kamchatsk Staryy, Russia",earthquake
-41.0212,42.855,10,4.3,us7000j6dm,Prince Edward Islands region,earthquake
25.1721,122.5648,179.692,4.3,us7000j4f5,"72 km E of Jiufen, Taiwan",earthquake
3.53,122.8718,543.489,4.2,us7000j6dl,Celebes Sea,earthquake
-3.8072,101.3371,48.613,4.2,us7000j6d9,"103 km W of Bengkulu, Indonesia",earthquake
6.8486,-73.127,148.074,4.5,us7000j4es,"13 km NNW of Jordán, Colombia",earthquake
31.61524355,-103.9685593,6.594311523,2.7,tx2023azcx,"36 km WSW of Mentone, Texas",earthquake
19.98,145.7505,90.19,4.9,us7000j4eg,"Maug Islands region, Northern Mariana Islands",earthquake
-17.8169,-178.449,542.985,4.2,us7000j6df,"238 km E of Levuka, Fiji",earthquake
-14.9944,166.7217,10,5.1,us7000j4e1,"38 km W of Port-Olry, Vanuatu",earthquake
-7.3507,155.7238,10,4.7,us7000j6d5,"117 km SSE of Panguna, Papua New Guinea",earthquake
34.5718,23.9149,10,4.2,us7000j4dn,"Crete, Greece",earthquake
-30.9721,-71.8592,47.854,4.4,us7000j4dh,"75 km WSW of Ovalle, Chile",earthquake
19.2295,-155.4378333,32.56,2.66,hv73303467,"5 km NE of Pāhala, Hawaii",earthquake
31.68030272,-104.3930696,7.159887695,2.5,tx2023ayog,western Texas,earthquake
53.50033333,-167.6098333,-1,2.7,av91747116,"82 km WSW of Unalaska, Alaska",earthquake
32.9847,92.494,10,4.1,us7000j4cw,"172 km NNE of Nagqu, China",earthquake
51.0486,100.046,10.122,4.5,us7000j4cq,Russia-Mongolia border region,earthquake
12.4785,-87.7465,60.575,4.4,us7000j4cm,"43 km SW of Jiquilillo, Nicaragua",earthquake
-9.1587,123.3533,90.263,4.5,us7000j4cg,"66 km NW of Naisano Dua, Indonesia",earthquake
44.6723,-68.5826,8.501,3.3,us7000j4c9,"6 km ESE of Dedham, Maine",earthquake
37.262,-114.5891,6.2,2.7,nn00854829,"39 km S of Caliente, Nevada",earthquake
51.3085,177.1744,35,3.4,us7000j4ex,"Rat Islands, Aleutian Islands, Alaska",earthquake
-37.3547,30.929,10,4.6,us7000j4bs,off the coast of South Africa,earthquake
31.9736,138.1283,364.063,4.2,us7000j4bn,"279 km SE of Shingū, Japan",earthquake
-7.3378,128.8142,152.664,4.6,us7000j4bl,"239 km ENE of Lospalos, Timor Leste",earthquake
17.99466667,-66.88333333,12.04,2.52,pr71392673,"1 km NNE of Maria Antonia, Puerto Rico",earthquake
-22.3372,-178.8303,417.937,4.2,us7000j6cr,south of the Fiji Islands,earthquake
38.5285,-119.5205,5.56,3.2,nc73831751,"4km WNW of Walker, CA",earthquake
-23.4386,-179.7264,529.543,4.4,us7000j4b0,south of the Fiji Islands,earthquake
-5.2261,102.9725,35,5.3,us7000j4a4,"136 km SSW of Pagar Alam, Indonesia",earthquake
-6.2641,130.1208,126.498,4.5,us7000j4a2,"299 km WSW of Tual, Indonesia",earthquake
-32.8413,-70.2258,114.379,3.9,us7000j49k,"34 km E of Los Andes, Chile",earthquake
-5.806,149.3893,123.458,4.9,us7000j49h,"47 km NNW of Kandrian, Papua New Guinea",earthquake
18.01566667,-67.1035,14.93,2.46,pr71392653,"3 km SW of Palmarejo, Puerto Rico",earthquake
18.054,-68.6671,81,3.75,pr2023013000,"36 km S of Boca de Yuma, Dominican Republic",earthquake
58.1546,-148.414,35,2.8,ak023lsfpig,"214 km S of Chenega, Alaska",earthquake
-20.7406,-70.337,41.509,4.2,us7000j488,"61 km SSW of Iquique, Chile",earthquake
18.41983333,-64.89133333,83.86,3.43,pr71392598,Virgin Islands region,earthquake
6.8828,-72.9892,148.824,4.5,us7000j47t,"13 km SSE of Piedecuesta, Colombia",earthquake
-17.1241,-176.7441,10,4.5,us7000j5uw,Fiji region,earthquake
-2.8094,138.4179,46.245,4.8,us7000j47p,"247 km W of Abepura, Indonesia",earthquake
-14.9138,166.5463,35,4.5,us7000j5ur,"58 km WNW of Port-Olry, Vanuatu",earthquake
1.6913,127.3095,120.401,4.3,us7000j46u,"77 km W of Tobelo, Indonesia",earthquake
23.9532,122.3437,24.681,4.9,us7000j46n,"75 km E of Hualien City, Taiwan",earthquake
56.6922,-135.9336,2.8,3.1,ak023lphfk4,"54 km SW of Sitka, Alaska",earthquake
-7.0775,130.2772,87.786,4.6,us7000j44s,"Pulau Pulau Tanimbar, Indonesia",earthquake
44.3578,79.3094,10,4.4,us7000j44r,"59 km WNW of Zharkent, Kazakhstan",earthquake
60.2554,-152.49,85,3.8,ak023lok8f6,"51 km WNW of Ninilchik, Alaska",earthquake
50.5516,-174.0569,10,2.9,us7000j48z,"183 km S of Atka, Alaska",earthquake
40.5245,-124.41,18.4,3.5,nc73831546,"14km WSW of Ferndale, CA",earthquake
-58.7004,-25.3079,35,4.9,us7000j43c,South Sandwich Islands region,earthquake
62.5762,-151.6767,91.5,2.5,ak023lmt858,"47 km W of Petersville, Alaska",earthquake
41.1438333,-123.465,37.72,2.69,nc73831506,"21km ESE of Weitchpec, CA",earthquake
6.9196,-73.1465,152.087,4.5,us7000j430,"13 km SW of Piedecuesta, Colombia",earthquake
64.738,-149.2151,13.6,2.6,ak023lm5tgx,"15 km NNW of Four Mile Road, Alaska",earthquake
19.20783333,-155.3921667,32.07,2.78,hv73302572,"9 km E of Pāhala, Hawaii",earthquake
19.205,-155.3973333,30.75,3.43,hv73302552,"8 km E of Pāhala, Hawaii",earthquake
56.1463,-149.6744,13.968,3,us7000j42l,Gulf of Alaska,earthquake
-20.5228,-178.1045,479.867,4.5,us7000j5uf,Fiji region,earthquake
-21.3025,-178.6053,514.553,4.3,us7000j42f,Fiji region,earthquake
-31.5795,-69.2014,31.39,4.5,us7000j420,"San Juan, Argentina",earthquake
5.028,127.4063,108.618,4.4,us7000j5uc,Philippine Islands region,earthquake
34.6785,25.276,45.386,4.5,us7000j41v,"38 km SSE of Pýrgos, Greece",earthquake
84.1027,108.789,10,4.2,us7000j5ub,north of Severnaya Zemlya,earthquake
18.7365,-64.6135,46.22,3.41,pr71392558,"48 km NNE of Cruz Bay, U.S. Virgin Islands",earthquake
-0.2549,129.6758,10,4.9,us7000j41h,"189 km WNW of Sorong, Indonesia",earthquake
56.8589,-135.821,10.2,3.1,ak023likyj3,"36 km SW of Sitka, Alaska",earthquake
31.71690389,-104.2668325,7.005639648,2.5,tx2023avzm,"51 km SSE of Whites City, New Mexico",earthquake
-13.9275,166.3627,26.694,5,us7000j41c,"128 km W of Sola, Vanuatu",earthquake
56.6528,-136.092,15,3.4,ak023li7cjw,"64 km SW of Sitka, Alaska",earthquake
2.1578,125.9267,9.376,4.7,us7000j40q,"Pulau-Pulau Sangihe, Indonesia",earthquake
-17.5869,-178.8066,557.665,4.3,us7000j40n,"205 km ENE of Levuka, Fiji",earthquake
-23.8183,69.6058,10,4.6,us7000j5u6,Mid-Indian Ridge,earthquake
-18.7323,169.1996,234.706,4.4,us7000j404,"90 km N of Isangel, Vanuatu",earthquake
35.5003,36.6702,10,4.4,us7000j400,"6 km NNE of Khān Shaykhūn, Syria",earthquake
-23.5786,-179.6793,538.93,4.3,us7000j5u2,south of the Fiji Islands,earthquake
-2.4883,140.6713,10.179,4.9,us7000j3zy,"7 km NW of Jayapura, Indonesia",earthquake
17.9485,-66.806,9.66,2.9,pr71392538,"5 km SSE of Indios, Puerto Rico",earthquake
-19.9753,-179.0413,653.645,4.2,us7000j5u1,"272 km SE of Levuka, Fiji",earthquake
2.1699,128.3152,164.234,4.4,us7000j3ys,"59 km NE of Tobelo, Indonesia",earthquake
-21.8944,179.6975,597.8,5.5,us7000j3xh,south of the Fiji Islands,earthquake
-22.3215,-68.8657,112.364,4.1,us7000j3xf,"16 km NNE of Calama, Chile",earthquake
18.3923,-68.8998,102,4,pr2023012002,"8 km ESE of La Romana, Dominican Republic",earthquake
54.7009,-156.8112,33.8,2.9,ak023k3eses,"200 km SE of Perryville, Alaska",earthquake
54.71,-156.86,10,2.9,us7000j3z0,"197 km SE of Perryville, Alaska",earthquake
35.5923333,-117.3818333,6.82,2.5,ci40402032,"19km S of Trona, CA",earthquake
-30.6312,-71.3471,52.784,4.8,us7000j3wu,"14 km WSW of Ovalle, Chile",earthquake
51.2029,-177.4277,45.9,2.6,ak023k2wsap,"92 km SW of Adak, Alaska",earthquake
54.549,-159.7461,15.2,3.1,ak023k2wl6b,"100 km SSE of Sand Point, Alaska",earthquake
-23.3615,-174.8354,10,4.6,us7000j5tt,"224 km S of ‘Ohonua, Tonga",earthquake
18.2111,-68.5503,121,3.6,pr2023012001,Mona Passage,earthquake
-24.3272,179.4489,543.643,4.6,us7000j3wp,south of the Fiji Islands,earthquake
-31.1674,-176.9682,10,4.6,us7000j5ts,Kermadec Islands region,earthquake
-18.4267,-69.4541,145.936,4.8,us7000j3wh,"Tarapaca, Chile",earthquake
-23.2748,-174.7875,10,5.3,us7000j3wd,Tonga region,earthquake
51.158,-177.3947,32.3,2.5,ak023k18eok,"95 km SSW of Adak, Alaska",earthquake
31.68535796,-104.3931148,6.131567383,2.6,tx2023auzh,western Texas,earthquake
-23.2336,-174.7229,10,5.3,us7000j3v7,"211 km S of ‘Ohonua, Tonga",earthquake
-5.6298,147.6266,64.333,4.9,us7000j3v4,"eastern New Guinea region, Papua New Guinea",earthquake
-5.6587,147.5835,75.502,5.1,us7000j3v2,"103 km NNW of Finschhafen, Papua New Guinea",earthquake
-20.9392,-178.6425,624.212,4.4,us7000j3v0,Fiji region,earthquake
18.9486,-64.2588,10,3.67,pr2023012000,Virgin Islands region,earthquake
-23.3558,-174.6806,36.563,4.8,us7000j3up,"225 km S of ‘Ohonua, Tonga",earthquake
37.75316667,-84.71866667,35.29,2.64,se60500283,"4 km E of Burgin, Kentucky",earthquake
52.2175,-167.9213,7.3,2.6,ak023jy54ut,"102 km SE of Nikolski, Alaska",earthquake
-30.636,-71.2294,56.702,5.5,us7000j3ty,"4 km SW of Ovalle, Chile",earthquake
-55.381,-127.0048,10,5.1,us7000j3tv,Pacific-Antarctic Ridge,earthquake
-19.3719,-177.6127,371.858,4.1,us7000j5ta,Fiji region,earthquake
59.9498,-152.9513,111.7,2.5,ak023jx2sge,"65 km WNW of Anchor Point, Alaska",earthquake
38.1836,-116.7029,11.5,3.3,nn00854763,"47 km ENE of Tonopah, Nevada",earthquake
40.3812,-125.7807,10,2.9,us7000j3tc,off the coast of Northern California,earthquake
6.8031,-73.0451,151.745,4.4,us7000j3t1,"9 km NW of Cepitá, Colombia",earthquake
52.2285,-168.1087,16.7,2.8,ak023jvyh45,"94 km SSE of Nikolski, Alaska",earthquake
40.561,-125.602,10,2.6,us7000j3su,"113 km W of Ferndale, California",earthquake
-6.6901,130.3742,73.501,4.2,us7000j3t0,"288 km WSW of Tual, Indonesia",earthquake
17.976,-66.9795,6.79,2.48,pr71392348,"6 km W of Fuig, Puerto Rico",earthquake
18.38883333,-66.41633333,104.15,2.82,pr71392328,"3 km W of Miranda, Puerto Rico",earthquake
37.2682,20.9394,36.719,4.3,us7000j5t9,"50 km S of Lithakiá, Greece",earthquake
-9.9809,159.0549,10,4.6,us7000j5t8,Solomon Islands,earthquake
19.1571,-68.9906,2,3.72,pr2023012003,"20 km NNE of Miches, Dominican Republic",earthquake
54.238,-162.5044,28.6,2.5,ak023jv6mlw,"90 km SE of False Pass, Alaska",earthquake
26.8052,53.7556,10,4.2,us7000j5te,"37 km NW of Kīsh, Iran",earthquake
63.6312,-149.3442,106.3,2.6,ak023ijnbex,"24 km WSW of Denali Park, Alaska",earthquake
18.4535,-68.9225,112,4.01,pr2023011000,Mona Passage,earthquake
18.7895,-67.3775,29.43,3.05,pr71392293,"44 km NW of San Antonio, Puerto Rico",earthquake
-25.5106,-70.9392,35,4,us7000j3r4,"47 km WSW of Taltal, Chile",earthquake
-17.3933,175.5195,10,4.6,us7000j5rr,"206 km WNW of Nadi, Fiji",earthquake
68.4788,-148.5772,9.393,2.5,us7000j3qw,"131 km WNW of Arctic Village, Alaska",earthquake
0.034,123.5123,120.214,4.5,us7000j3qy,"74 km SE of Gorontalo, Indonesia",earthquake
31.58090837,-104.0609072,6.594311523,2.9,tx2023attf,"38 km NW of Toyah, Texas",earthquake
33.6998333,-116.7613333,15.82,3.23,ci40401704,"6km SW of Idyllwild, CA",earthquake
-19.364,-177.4169,556.582,4.1,us7000j5rn,Fiji region,earthquake
37.81,-113.1261667,13.14,2.53,uu60529537,"9 km WNW of Enoch, Utah",earthquake
40.5213333,-124.9323333,17.86,4.05,nc73831091,"57km W of Ferndale, CA",earthquake
35.333,141.1841,24.784,4.7,us7000j3nl,"54 km SE of Hasaki, Japan",earthquake
-49.8606,-114.3039,10,6,us7000j3nm,southern East Pacific Rise,earthquake
-29.912,-176.9651,10,4.6,us7000j5ri,Kermadec Islands region,earthquake
-49.4965,-114.5705,10,4.9,us7000j5rh,southern East Pacific Rise,earthquake
50.9211,-178.0724,10,2.6,us6000jjkj,"Andreanof Islands, Aleutian Islands, Alaska",earthquake
60.5731,-152.7649,119.4,2.6,ak023ifywcm,"79 km W of Salamatof, Alaska",earthquake
-14.6664,166.8198,10,4.2,us7000j5rf,"49 km NNW of Port-Olry, Vanuatu",earthquake
-31.4078,-68.808,107.895,4.6,us7000j3na,"17 km NNW of Villa Basilio Nievas, Argentina",earthquake
56.5234,-149.2287,3.3,3,ak023ifjq8w,"221 km SE of Chiniak, Alaska",earthquake
-4.7661,151.556,126.023,4.3,us7000j3n5,"91 km WSW of Kokopo, Papua New Guinea",earthquake
31.72151906,-104.3043001,7.185595703,2.6,tx2023athd,"50 km S of Whites City, New Mexico",earthquake
61.5986,-147.7993,14.3,2.5,ak023iep62s,"24 km SSW of Glacier View, Alaska",earthquake
46.2286,154.7309,10,4.5,us7000j3n1,east of the Kuril Islands,earthquake
-21.5202,-68.5084,150.73,4.2,us7000j3mp,"112 km NNE of Calama, Chile",earthquake
-6.7728,131.4171,25.592,5,us7000j3mn,"194 km SW of Tual, Indonesia",earthquake
43.6598,-129.0905,10,3.6,us7000j5s5,off the coast of Oregon,earthquake
-23.2975,-175.6789,10,4.5,us7000j5ry,Tonga region,earthquake
-23.1878,-175.3489,10,4.7,us7000j5re,"209 km SSW of ‘Ohonua, Tonga",earthquake
-23.2118,-175.3039,10,5.6,us7000j3mj,"211 km S of ‘Ohonua, Tonga",earthquake
43.6116,-128.6762,10,3.5,us7000j5s3,off the coast of Oregon,earthquake
6.2073,60.8238,10,4.4,us7000j5rb,Carlsberg Ridge,earthquake
44.2715,-115.1448,10,2.5,us7000j3lg,"17 km WNW of Stanley, Idaho",earthquake
-55.6879,-26.4725,10,4.4,us7000j5rj,South Sandwich Islands region,earthquake
43.9642,-128.7292,10,5,us7000j3ld,off the coast of Oregon,earthquake
-16.5558,-74.1721,10,4.5,us7000j3lc,Near the coast of southern Peru,earthquake
43.6777,-128.6231,10,4.5,us7000j3l9,off the coast of Oregon,earthquake
37.943,27.3214,10,3.2,us7000j3tr,Western Turkey,earthquake
-14.7507,166.9029,15.236,4.5,us7000j5r6,"37 km NNW of Port-Olry, Vanuatu",earthquake
59.3533,-153.1014,82.5,2.5,ak023icgn11,"67 km W of Nanwalek, Alaska",earthquake
-14.9015,166.9215,25.501,4.5,us7000j5r5,"22 km NW of Port-Olry, Vanuatu",earthquake
-14.8554,166.7486,10,5.8,us7000j3ky,Vanuatu,earthquake
50.4042,-177.2449,10,4,us7000j3qm,"Andreanof Islands, Aleutian Islands, Alaska",earthquake
-2.8734,136.9266,66.772,4.8,us7000j3kt,"Near the north coast of Papua, Indonesia",earthquake
60.1489,-141.0043,11,4.8,ak023ib2ygy,"98 km NW of Yakutat, Alaska",earthquake
17.95933333,-67.03633333,6.34,2.51,pr71392208,"2 km SSE of La Parguera, Puerto Rico",earthquake
51.9896,-177.2004,102.4,2.5,ak023ia8p02,"41 km WNW of Adak, Alaska",earthquake
-60.1523,-28.1966,10.537,4.6,us7000j3kq,South Sandwich Islands region,earthquake
55.492,-149.3458,12.044,3,us7000j3ka,Gulf of Alaska,earthquake
40.9251667,-111.6248333,6.72,2.88,uu60529522,"13 km SSE of Morgan, Utah",earthquake
23.2255,121.4388,30.859,4.2,us7000j5qw,"84 km SSW of Hualien City, Taiwan",earthquake
18.945,-67.34933333,22.15,3.14,pr71392188,"56 km NNW of San Antonio, Puerto Rico",earthquake
-16.304,-174.2223,130.568,4.5,us7000j5qv,"59 km SW of Hihifo, Tonga",earthquake
53.8178,-165.0324,53.404,3.6,us7000j3jh,"60 km SE of Akutan, Alaska",earthquake
1.5255,127.1206,130.113,4.4,us7000j5r3,"Halmahera, Indonesia",earthquake
35.4403,139.1944,22.345,4.4,us7000j3k9,"8 km NNW of Hadano, Japan",earthquake
40.8701667,-111.5825,6.26,2.46,uu60529507,"14 km N of Summit Park, Utah",earthquake
-7.9872,129.897,10,4.4,us7000j3j6,"Kepulauan Babar, Indonesia",earthquake
62.1738,-150.5815,3.8,2.5,ak023i7n2mk,"24 km SW of Trapper Creek, Alaska",earthquake
-14.7553,166.7974,10,4.7,us7000j5qu,"43 km NW of Port-Olry, Vanuatu",earthquake
54.8104,-157.0897,76.8,2.5,ak023i7kum6,"178 km SE of Perryville, Alaska",earthquake
42.9735,18.1489,10,3,us7000j3nb,"5 km ENE of Ljubinje, Bosnia and Herzegovina",earthquake
52.2019,-170.3563,33,3,ak023i7jr31,"130 km SW of Nikolski, Alaska",earthquake
-21.0386,-177.7685,505.981,4.2,us7000j5qs,"265 km W of Haveluloto, Tonga",earthquake
38.8269997,-122.7621689,-0.89,2.65,nc73830916,"3km W of Cobb, CA",earthquake
-5.518,102.8032,34.727,4.3,us7000j5k0,"172 km SSW of Pagar Alam, Indonesia",earthquake
11.2892,91.8207,20.942,4.1,us7000j5k6,"107 km WSW of Bamboo Flat, India",earthquake
-2.8053,141.8287,23.093,4.4,us7000j5jz,"60 km ESE of Vanimo, Papua New Guinea",earthquake
54.7651,-156.9271,32.9,2.9,ak023gwo5gg,"189 km SE of Perryville, Alaska",earthquake
58.077,-142.6104,10,2.5,us7000j3hx,"233 km SW of Yakutat, Alaska",earthquake
-0.9776,10.2588,10,4.6,us7000j3i2,Gabon,earthquake
54.8453,-156.8723,20.7,2.5,ak023gw53cm,"186 km SE of Perryville, Alaska",earthquake
36.8343333,-121.5731667,6.16,2.99,nc73830836,"3km WSW of San Juan Bautista, CA",earthquake
54.8073,-156.8366,20.1,2.6,ak023gw1078,"191 km SE of Perryville, Alaska",earthquake
54.6674,-156.6618,15.2,3.1,ak023gvxidp,"209 km SE of Perryville, Alaska",earthquake
54.8089,-156.9437,31.3,2.8,ak023gvhqsd,"185 km SE of Perryville, Alaska",earthquake
54.8063,-156.9389,14,3.8,ak023gvepye,"186 km SE of Perryville, Alaska",earthquake
55.1987,-156.7946,10.9,3.4,ak023gvcy4u,"158 km SE of Chignik, Alaska",earthquake
54.715,-157.0884,25.9,2.8,ak023gvcba1,"186 km SE of Perryville, Alaska",earthquake
54.6707,-156.9348,33,3.2,ak023gvb0vu,"196 km SE of Perryville, Alaska",earthquake
-27.7125,-63.2417,582.531,5.1,us7000j3gz,"30 km NE of Suncho Corral, Argentina",earthquake
54.6549,-156.8296,22.4,5,ak023guxpjr,"202 km SE of Perryville, Alaska",earthquake
18.8263,-64.3388,22,3.76,pr2023010002,"72 km NE of Cruz Bay, U.S. Virgin Islands",earthquake
51.1391,-178.1392,20.6,3.2,ak023guex5u,"132 km SW of Adak, Alaska",earthquake
40.9488333,-124.0303333,22.2,3.61,nc73830791,"6km E of McKinleyville, CA",earthquake
35.5673,25.883,10.264,4.4,us7000j3gn,"36 km NNE of Eloúnda, Greece",earthquake
-31.7346,-67.1856,134.666,4,us7000j3ga,"104 km E of Caucete, Argentina",earthquake
53.9328,-166.4083,9.905,2.7,us7000j3sj,"10 km ENE of Dutch Harbor, Alaska",earthquake
-6.2863,147.4343,68.799,4.3,us7000j3ex,"54 km WNW of Finschhafen, Papua New Guinea",earthquake
27.6695,56.1949,10,4.3,us7000j3et,"54 km N of Bandar Abbas, Iran",earthquake
51.921,178.629,10,2.6,us7000j3sb,"Rat Islands, Aleutian Islands, Alaska",earthquake
31.67959131,-104.3602233,5.565991211,2.5,tx2023arrh,western Texas,earthquake
36.0841667,-118.9036667,7.64,3.15,ci40155183,"10km ENE of Porterville, CA",earthquake
-17.3885,-174.378,168.708,4.6,us7000j3ej,"145 km NNW of Neiafu, Tonga",earthquake
-20.2956,-177.636,524.576,4.2,us7000j5jm,Fiji region,earthquake
11.7025,143.1725,10,4.9,us7000j3ec,"237 km SW of Merizo Village, Guam",earthquake
52.0546,179.9245,150.6,2.5,ak023grqnt9,"237 km W of Adak, Alaska",earthquake
51.9075,-171.487,20.4,2.9,ak023gr92y8,"188 km E of Atka, Alaska",earthquake
32.47650146,-102.0206507,9.121622721,2.6,tx2023arlo,"28 km SSW of Los Ybanez, Texas",earthquake
19.238,-68.9336,5,4.08,pr2023010003,"30 km NNE of Miches, Dominican Republic",earthquake
52.8964,-167.4238,25.3,2.5,ak023gpnhco,"Fox Islands, Aleutian Islands, Alaska",earthquake
-21.7862,-68.5932,162.273,4.3,us7000j3da,"81 km NNE of Calama, Chile",earthquake
55.3437,-149.2659,12.069,4,us7000j3d3,Gulf of Alaska,earthquake
